year,tick_price
2006,28.27
2007,29.01
2008,41.40
2009,72.97
2010,51.83
2011,51.83
2012,51.55
2013,51.55
2014,51.55
2015,51.55
2016,51.55
2018,47.62
2019,47.62
2020,51.81
2021,58.80
2022,61.59
