year,tick_price
2006,16.70
2007,16.57
2008,18.69
2009,19.06
2010,19.06
2011,19.06
2012,29.62
2013,29.27
2014,27.01
2015,28.96
2016,28.31
2018,31.76
2019,22.55
2020,22.57
2021,22.57
2022,23.27
