year,tick_price
2006,17.26
2007,19.27
2008,20.68
2009,21.70
2010,31.47
2011,33.04
2012,33.04
2013,32.59
2014,32.59
2015,32.59
2016,33.28
2018,32.68
2019,32.68
2020,32.79
2021,32.79
2022,32.65
