name,season,school,conf,class,G,GS,MP_per,FG_per,FGA_per,FG%_per,2P_per,2PA_per,2P%_per,3P_per,3PA_per,3P%_per,FT_per,FTA_per,FT%_per,ORB_per,DRB_per,TRB_per,AST_per,STL_per,BLK_per,TOV_per,PF_per,PTS_per,SOS
Tyler Harvey,2013-14,Eastern Washington,Big Sky,SO,31,31,37.4,6.6,15,0.443,3.1,6.9,0.455,3.5,8.1,0.433,5,5.6,0.897,0.7,3.5,4.2,2.7,1.1,0.3,2.1,2.3,21.8,-4.15
Tyler Harvey,2014-15,Eastern Washington,Big Sky,JR,32,32,36.9,7.2,15.3,0.469,3.2,6,0.528,4,9.3,0.431,4.7,5.5,0.852,0.6,3,3.6,2.6,1.1,0.1,2,1.9,23.1,-3.84
Tyler Harvey,Career,Eastern Washington,,,84,67,31.4,5.9,12.7,0.463,2.8,5.5,0.504,3.1,7.2,0.432,3.8,4.4,0.847,0.6,2.9,3.5,2.3,1,0.2,1.8,1.9,18.6,-4.52
Lawrence Funderburke,1989-90,Indiana,Big Ten,FR,6,3,24,4.7,9.5,0.491,4.7,9.5,0.491,0,0,,2.3,4.5,0.519,,,6.7,1.3,0.2,1,2,2,11.7,10.89
Lawrence Funderburke,1990-91-RS,Ohio State,Big Ten,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,
Lawrence Funderburke,1991-92,Ohio State,Big Ten,SO,23,13,29,5,9.1,0.548,5,9.1,0.548,0,0,,2.2,3.4,0.654,,,6.5,0.8,0.7,2.4,1.4,1.7,12.2,10.62
Lawrence Funderburke,1992-93,Ohio State,Big Ten,JR,28,28,31.4,6.6,12.5,0.533,6.6,12.4,0.535,0,0.1,0.333,3,4.8,0.622,,,6.8,1.2,0.8,1.9,2,1.8,16.3,10.93
Lawrence Funderburke,1993-94,Ohio State,Big Ten,SR,29,20,29.2,6.5,11.9,0.545,6.4,11.7,0.55,0.1,0.2,0.286,2.2,3.7,0.594,,,6.6,1,0.4,0.8,1.7,1.8,15.2,11.74
Lawrence Funderburke,Career,Overall,,,86,64,29.5,6,11.2,0.538,6,11.1,0.54,0,0.1,0.3,2.5,4,0.613,,,6.6,1,0.6,1.6,1.8,1.8,14.5,11.05
Lawrence Funderburke,,Indiana,,,6,3,24,4.7,9.5,0.491,4.7,9.5,0.491,0,0,,2.3,4.5,0.519,,,6.7,1.3,0.2,1,2,2,11.7,
Lawrence Funderburke,,Ohio State,,,80,61,29.9,6.1,11.3,0.541,6.1,11.2,0.544,0,0.1,0.3,2.5,4,0.621,,,6.6,1,0.6,1.6,1.7,1.8,14.7,
Matt Steigenga,1988-89,Michigan State,Big Ten,FR,33,,26.2,3.5,6.2,0.558,3.5,6.2,0.558,0,0,,1.7,2.3,0.74,,,4.5,1.4,0.9,0.4,1.7,3,8.7,11.04
Matt Steigenga,1989-90,Michigan State,Big Ten,SO,34,33,25.9,4.1,6.9,0.587,3.9,6.6,0.588,0.1,0.3,0.556,2.2,2.8,0.779,,,3.5,1.9,0.6,0.9,1.7,2.9,10.4,8.86
Matt Steigenga,1990-91,Michigan State,Big Ten,JR,30,30,30.4,4.9,9.4,0.525,4.5,8.5,0.527,0.4,0.9,0.5,2.3,3.3,0.7,,,4.9,2.1,0.4,1.1,2.2,3,12.6,9.33
Matt Steigenga,1991-92,Michigan State,Big Ten,SR,27,27,25,3.8,7.8,0.488,3.3,6.2,0.53,0.5,1.6,0.326,2,3,0.679,,,4.5,2,0.8,0.9,2,2.8,10.2,12.76
Matt Steigenga,Career,Michigan State,,,124,90,26.9,4.1,7.5,0.54,3.8,6.9,0.551,0.3,0.6,0.41,2.1,2.8,0.725,,,4.3,1.8,0.7,0.8,1.9,2.9,10.5,10.5
Guillermo Diaz Graham,2022-23,Pitt,ACC,FR,33,3,12,1.2,2.6,0.447,0.9,1.8,0.534,0.2,0.8,0.259,1,1.5,0.68,1.4,1.9,3.2,0.7,0.5,0.8,0.6,1.8,3.5,5.2
Guillermo Diaz Graham,Career,Pitt,,,33,3,12,1.2,2.6,0.447,0.9,1.8,0.534,0.2,0.8,0.259,1,1.5,0.68,1.4,1.9,3.2,0.7,0.5,0.8,0.6,1.8,3.5,5.2
Darnell Jackson,2004-05,Kansas,Big 12,FR,24,1,7,0.7,1.3,0.548,0.7,1.3,0.548,0,0,,0.6,1,0.583,0.7,1,1.7,0.1,0.2,0.1,0.4,1,2,10.85
Darnell Jackson,2005-06,Kansas,Big 12,SO,23,0,15.3,2.3,4.5,0.505,2.3,4.5,0.505,0,0,,1.7,2.3,0.769,1.7,3.2,4.9,0.3,0.6,0.1,1.1,1.8,6.3,7.6
Darnell Jackson,2006-07,Kansas,Big 12,JR,38,3,15.3,1.9,3.4,0.55,1.9,3.4,0.55,0,0,,1.8,2.7,0.657,2,3.1,5.1,0.3,0.4,0.6,1,1.7,5.5,6.86
Darnell Jackson,2007-08,Kansas,Big 12,SR,40,35,24.3,4.3,6.8,0.626,4.2,6.7,0.633,0.1,0.2,0.333,2.6,3.7,0.691,2,4.7,6.7,1.1,0.8,0.5,1.3,2.3,11.2,8.2
Darnell Jackson,Career,Kansas,,,125,39,16.6,2.5,4.3,0.58,2.5,4.2,0.583,0,0,0.333,1.8,2.6,0.685,1.7,3.2,4.9,0.5,0.5,0.4,1,1.8,6.8,8.38
Fred Hoiberg,1991-92,Iowa State,Big 8,FR,34,32,30.5,4.7,8.3,0.573,4.4,6.8,0.641,0.4,1.5,0.26,2.2,2.7,0.806,,,5.3,2.5,1.9,0.2,1.7,2.2,12.1,8.77
Fred Hoiberg,1992-93,Iowa State,Big 8,SO,31,31,32.8,4.1,7.5,0.55,3.4,5.5,0.614,0.7,1.9,0.367,2.7,3.3,0.816,,,6.3,3,1.8,0,1.7,1.5,11.6,8.05
Fred Hoiberg,1993-94,Iowa State,Big 8,JR,27,26,36,6.6,12.3,0.535,4.4,7.4,0.59,2.2,4.9,0.45,4.9,5.7,0.864,,,6.7,3.6,1.7,0.1,2.1,1.7,20.2,6.15
Fred Hoiberg,1994-95,Iowa State,Big 8,SR,34,34,36.8,6.1,13.9,0.438,3.5,7.6,0.459,2.6,6.4,0.412,5.1,5.9,0.861,,,5.6,2.2,1.1,0.1,1.9,1.3,19.9,9.7
Fred Hoiberg,Career,Iowa State,,,126,123,34,5.3,10.4,0.511,3.9,6.8,0.569,1.5,3.6,0.4,3.7,4.4,0.844,,,5.9,2.8,1.6,0.1,1.8,1.7,15.8,8.17
Taurean Green,2004-05,Florida,SEC,FR,32,0,18.9,1,2.8,0.371,0.5,1.3,0.405,0.5,1.5,0.34,1.3,1.7,0.778,0.2,0.8,1,2.2,1,0,1.6,1.6,3.9,7.13
Taurean Green,2005-06,Florida,SEC,SO,39,39,33.4,3.3,9.1,0.366,1.1,3.2,0.333,2.3,5.9,0.384,4.4,4.9,0.886,0.4,2.6,2.9,4.7,1.3,0.1,3.2,1.6,13.3,5.49
Taurean Green,2006-07,Florida,SEC,JR,40,40,33.2,3.9,8.7,0.444,1.8,3.6,0.497,2.1,5.1,0.406,3.5,4.2,0.849,0.2,2.2,2.4,3.7,1.1,0,2.7,1.5,13.3,7.34
Taurean Green,Career,Florida,,,111,79,29.2,2.9,7.1,0.401,1.2,2.8,0.419,1.7,4.3,0.389,3.2,3.7,0.857,0.3,1.9,2.2,3.6,1.1,0.1,2.5,1.6,10.6,6.65
DeJuan Wheat,1993-94,Louisville,Metro,FR,34,34,31.7,4.1,9.2,0.45,2.3,4.3,0.527,1.9,4.9,0.383,2.4,3.2,0.769,,,2.1,3.2,1.3,0.3,1.8,1.7,12.6,7.41
DeJuan Wheat,1994-95,Louisville,Metro,SO,33,,32.8,5.7,11.6,0.487,3.1,5.7,0.545,2.5,5.9,0.431,2.6,3.3,0.796,,,2.7,3.2,1.2,0.2,1.9,1.5,16.5,7.81
DeJuan Wheat,1995-96,Louisville,CUSA,JR,34,,34.6,6,13.3,0.451,3.7,6.8,0.548,2.3,6.5,0.351,3.4,4.7,0.731,,,3.4,3.9,1.5,0.2,2.7,1.9,17.7,9.85
DeJuan Wheat,1996-97,Louisville,CUSA,SR,35,34,34.9,5.5,13,0.425,2.7,5.2,0.527,2.8,7.8,0.357,3.5,4.8,0.743,,,2.2,4.3,1.9,0.1,2.6,1.6,17.3,7.72
DeJuan Wheat,Career,Louisville,,,136,68,33.5,5.3,11.8,0.452,3,5.5,0.538,2.4,6.3,0.377,3,4,0.755,,,2.6,3.7,1.5,0.2,2.3,1.7,16.1,8.2
Andre Hutson,1997-98,Michigan State,Big Ten,FR,30,26,21,2.9,4.7,0.613,2.9,4.7,0.613,0,0,,1.7,2.3,0.754,,,5.2,0.8,0.7,0.8,1.9,2.4,7.5,9.25
Andre Hutson,1998-99,Michigan State,Big Ten,SO,37,34,25,3,4.9,0.617,3,4.9,0.617,0,0,,2.9,3.7,0.781,,,5.2,0.6,0.7,0.6,1.4,2.7,8.9,10.91
Andre Hutson,1999-00,Michigan State,Big Ten,JR,39,38,27.1,3.8,6.4,0.586,3.8,6.4,0.588,0,0,0,2.6,3.9,0.669,,,6.2,1.5,0.7,0.3,1.9,2.4,10.2,9.91
Andre Hutson,2000-01,Michigan State,Big Ten,SR,32,31,29.9,5.4,8.7,0.622,5.4,8.7,0.622,0,0,,3,4.1,0.725,2.2,5.5,7.6,1.9,0.8,0.5,1.6,2.5,13.8,9.54
Andre Hutson,Career,Michigan State,,,138,129,25.9,3.8,6.2,0.609,3.8,6.2,0.609,0,0,0,2.6,3.6,0.727,,,6.1,1.2,0.8,0.5,1.7,2.5,10.1,9.9
A.J. Price,2006-07,UConn,Big East,SO,31,23,23.9,3.2,8.3,0.387,2.4,5.4,0.446,0.8,2.8,0.273,2.2,3.2,0.69,1.1,1.9,3,3.6,1.2,0.1,2,1.3,9.4,6.09
A.J. Price,2007-08,UConn,Big East,JR,33,33,32.1,4.8,11.1,0.437,3.3,6.8,0.48,1.6,4.3,0.369,3.2,4.3,0.746,0.8,2.8,3.5,5.8,1.3,0.1,2.4,1.6,14.5,6.76
A.J. Price,2008-09,UConn,Big East,SR,35,35,31.8,4.9,11.9,0.408,2.5,6.1,0.413,2.3,5.8,0.402,2.7,3.7,0.721,0.6,2.9,3.5,4.7,0.7,0,2.7,1.3,14.7,8.57
A.J. Price,Career,UConn,,,99,91,29.4,4.3,10.5,0.413,2.7,6.1,0.447,1.6,4.4,0.365,2.7,3.7,0.722,0.8,2.6,3.4,4.7,1.1,0.1,2.4,1.4,13,7.14
Mark Pope,1991-92,Washington,Pac-10,FR,29,29,30.2,3.8,6.6,0.579,3.6,6.3,0.568,0.2,0.2,0.857,2.6,3.2,0.804,3.6,4.5,8.1,2,0.9,0.6,2.5,2.4,10.3,8.9
Mark Pope,1992-93,Washington,Pac-10,SO,27,27,32.1,3.9,7.4,0.527,3.7,6.7,0.558,0.2,0.7,0.25,4.1,4.8,0.862,,,8,1.3,1.1,0.3,2.1,2.4,12.2,6.26
Mark Pope,1993-94-RS,Kentucky,SEC,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Pope,1994-95,Kentucky,SEC,JR,33,8,22.1,2.7,5.2,0.514,2.1,3.9,0.527,0.6,1.3,0.477,2.2,3,0.727,,,6.3,0.9,0.7,1.2,1.3,2.9,8.2,9.71
Mark Pope,1995-96,Kentucky,SEC,SR,36,6,20.3,2.6,5.4,0.482,2.2,4.2,0.52,0.4,1.3,0.356,2,2.9,0.683,,,5.2,1,1,1.2,1.4,2.8,7.6,10.05
Mark Pope,Career,Overall,,,125,70,25.6,3.2,6.1,0.526,2.8,5.1,0.546,0.4,0.9,0.414,2.6,3.4,0.774,,,6.8,1.3,0.9,0.9,1.8,2.6,9.4,8.73
Mark Pope,,Washington,,,56,56,31.2,3.9,7,0.552,3.7,6.5,0.563,0.2,0.5,0.407,3.3,4,0.838,,,8.1,1.6,1,0.5,2.3,2.4,11.2,
Mark Pope,,Kentucky,,,69,14,21.1,2.7,5.3,0.497,2.1,4,0.523,0.5,1.3,0.416,2.1,2.9,0.704,,,5.7,1,0.9,1.2,1.3,2.8,7.9,
Marcus Taylor,2000-01,Michigan State,Big Ten,FR,30,9,22,2.9,7.2,0.396,2.2,4.9,0.456,0.6,2.3,0.271,1.1,1.4,0.744,0.3,1,1.3,3.6,0.4,0.1,2,1.7,7.4,9.54
Marcus Taylor,2001-02,Michigan State,Big Ten,SO,29,29,34.4,5.7,14.1,0.4,3.6,8.4,0.426,2.1,5.7,0.361,3.4,4.2,0.813,0.4,2.4,2.9,5.3,1.1,0.1,3.1,1.8,16.8,9.61
Marcus Taylor,Career,Michigan State,,,59,38,28.1,4.2,10.6,0.399,2.9,6.6,0.437,1.3,4,0.335,2.2,2.8,0.795,0.3,1.7,2.1,4.4,0.7,0.1,2.6,1.7,12.1,9.57
Luke Harangody,2006-07,Notre Dame,Big East,FR,32,16,20.6,4.2,9.1,0.459,4.2,9,0.46,0,0,0,2.9,3.6,0.816,2.7,3.5,6.2,1.2,0.9,0.5,1.2,2.6,11.2,4.97
Luke Harangody,2007-08,Notre Dame,Big East,SO,33,33,29,7.8,15.7,0.5,7.8,15.4,0.503,0.1,0.3,0.333,4.6,6,0.763,3.5,7.1,10.6,1.7,0.8,0.9,2.3,2.6,20.4,7.03
Luke Harangody,2008-09,Notre Dame,Big East,JR,34,34,34.2,8.8,19.2,0.459,8.4,18.1,0.465,0.4,1.1,0.368,5.2,6.7,0.777,3.5,8.3,11.8,2.1,0.9,0.9,1.8,2.3,23.3,8.7
Luke Harangody,2009-10,Notre Dame,Big East,SR,30,25,33,8.1,16.9,0.481,7.3,14.2,0.514,0.8,2.7,0.309,4.7,5.9,0.787,2.2,6.9,9.1,1.6,0.5,0.7,1.8,2.3,21.8,6.22
Luke Harangody,Career,Notre Dame,,,129,108,29.2,7.3,15.3,0.476,6.9,14.3,0.486,0.3,1,0.326,4.4,5.6,0.782,3,6.5,9.5,1.6,0.8,0.7,1.8,2.4,19.2,6.73
Anthony Jones,1981-82,Georgetown,Big East,FR,37,1,17.4,2.8,5.6,0.493,,,,,,,1.2,2,0.603,2.8,0.8,1.1,0.2,1.3,1.2,6.7,,6.35,
Anthony Jones,1982-83,Georgetown,Big East,SO,25,10,20.2,3.4,6.5,0.528,,,,,,,0.6,1.7,0.357,3.5,0.8,0.9,0.5,1.8,1.7,7.5,,5.44,
Anthony Jones,1983-84,,,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Jones,1984-85,UNLV,PCAA,JR,31,31,31.5,5.9,11.7,0.5,,,,,,,1.3,2.2,0.597,4.4,3.4,1.7,0.8,1.9,2.5,13,,0.17,
Anthony Jones,1985-86,UNLV,PCAA,SR,38,38,33.1,7.3,14.3,0.51,6.2,12.1,0.512,1.1,2.2,0.5,2.3,3.1,0.754,5.4,2.8,1.8,0.4,1.5,2.6,18,,4.34,
Anthony Jones,Career,Overall,,,131,80,25.8,4.9,9.7,0.507,6.2,12.1,0.512,,,0.5,1.4,2.3,0.627,4.1,2,1.4,0.5,1.6,2,11.6,,4.07,
Anthony Jones,,Georgetown,,,62,11,18.5,3,6,0.508,,,,,,,1,1.9,0.513,3.1,0.8,1,0.3,1.5,1.4,7,,,
Anthony Jones,,UNLV,,,69,69,32.4,6.7,13.1,0.506,,,0.512,,,0.5,1.9,2.7,0.697,5,3.1,1.8,0.6,1.7,2.5,15.8,,,
Lorenzo Brown,2010-11,NC State,ACC,FR,31,26,28.8,3.4,8.2,0.413,2.8,6.4,0.447,0.5,1.8,0.298,2,2.8,0.713,0.8,2.9,3.7,3.7,1.3,0.4,2.3,2.2,9.3,6.8
Lorenzo Brown,2011-12,NC State,ACC,SO,37,37,34.3,4.5,9.9,0.45,3.7,7.8,0.476,0.7,2.1,0.351,3.1,4.2,0.729,0.8,3.8,4.5,6.3,1.8,0.5,3.2,1.6,12.7,6.8
Lorenzo Brown,2012-13,NC State,ACC,JR,33,32,34.2,4.2,10.1,0.419,3.6,7.8,0.465,0.6,2.3,0.263,3.3,4.2,0.771,0.7,3.7,4.3,7.2,2,0.6,3.5,2,12.4,7.19
Lorenzo Brown,Career,NC State,,,101,95,32.6,4.1,9.5,0.429,3.4,7.4,0.464,0.6,2.1,0.305,2.8,3.8,0.741,0.7,3.5,4.2,5.8,1.7,0.5,3,1.9,11.6,6.93
Vernon Macklin,2006-07,Georgetown,Big East,FR,31,0,9.8,1.3,1.7,0.741,1.3,1.7,0.741,0,0,,0.3,0.7,0.435,0.7,0.7,1.5,0.5,0,0.1,0.5,1,2.9,9.48
Vernon Macklin,2007-08,Georgetown,Big East,SO,34,0,12.8,1.5,2.6,0.598,1.5,2.5,0.605,0,0,0,0.4,1.4,0.25,0.9,1.3,2.1,0.6,0.2,0.7,0.8,1.7,3.4,7.23
Vernon Macklin,2008-09-RS,Florida,SEC,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,
Vernon Macklin,2009-10,Florida,SEC,JR,34,34,25.3,4.6,7.6,0.607,4.6,7.6,0.607,0,0,,1.4,2.4,0.588,2.7,2.9,5.5,0.8,0.6,0.9,1.4,2.4,10.6,7.16
Vernon Macklin,2010-11,Florida,SEC,SR,37,35,24.5,5.2,8.7,0.593,5.2,8.7,0.593,0,0,,1.2,2.8,0.451,2.2,3.2,5.4,0.8,0.4,0.7,1.7,2.5,11.6,7.57
Vernon Macklin,Career,Overall,,,136,69,18.4,3.2,5.3,0.61,3.2,5.3,0.611,0,0,0,0.8,1.9,0.455,1.6,2.1,3.7,0.7,0.3,0.6,1.1,1.9,7.3,7.86
Vernon Macklin,,Georgetown,,,65,0,11.4,1.4,2.2,0.652,1.4,2.2,0.657,0,0,0,0.3,1.1,0.31,0.8,1,1.8,0.6,0.1,0.4,0.6,1.4,3.2,
Vernon Macklin,,Florida,,,71,69,24.8,4.9,8.2,0.599,4.9,8.2,0.599,0,0,,1.3,2.6,0.511,2.4,3,5.5,0.8,0.5,0.8,1.5,2.4,11.1,
Demetris Nichols,2003-04,Syracuse,Big East,FR,26,15,17,1.6,4.7,0.347,1,1.9,0.51,0.7,2.8,0.236,0.3,0.7,0.444,0.7,1.5,2.2,0.6,0.6,0.6,0.6,1.8,4.2,7.61
Demetris Nichols,2004-05,Syracuse,Big East,SO,27,8,12.9,1.4,3.8,0.379,0.9,1.6,0.558,0.6,2.2,0.25,0.5,0.7,0.722,0.4,1.7,2.1,0.5,0.4,0.3,0.9,1.2,3.9,6.83
Demetris Nichols,2005-06,Syracuse,Big East,JR,35,35,33.3,4.7,11,0.427,2.6,5.3,0.497,2.1,5.7,0.363,1.8,2.7,0.677,1.7,4.1,5.8,1.4,1.3,0.9,1.8,2.7,13.3,8.16
Demetris Nichols,2006-07,Syracuse,Big East,SR,35,35,34.8,6.4,14.4,0.447,3.6,7.5,0.475,2.9,6.9,0.417,3.2,3.8,0.85,1.4,4,5.4,1.5,1.4,1.1,2.2,2.1,18.9,6.47
Demetris Nichols,Career,Syracuse,,,123,93,25.8,3.8,9,0.423,2.2,4.4,0.493,1.7,4.7,0.358,1.6,2.1,0.752,1.2,3,4.1,1.1,1,0.8,1.5,2,10.9,7.27
Rasual Butler,1998-99,La Salle,A-10,FR,21,20,36.8,5,13.1,0.38,2.9,6.6,0.432,2.1,6.5,0.328,2,2.8,0.741,,,4,1.5,0.3,1.1,1.6,1,14.2,1.92
Rasual Butler,1999-00,La Salle,A-10,SO,28,28,38.3,6.5,16.1,0.407,3.6,8.3,0.431,3,7.8,0.381,2.4,2.9,0.817,,,5.3,1.6,0.9,1.2,2.9,1.8,18.4,3.1
Rasual Butler,2000-01,La Salle,A-10,JR,29,29,38.4,8,19.8,0.402,4.6,10.4,0.444,3.3,9.4,0.357,2.8,3.3,0.845,1.8,2.9,4.7,2,1.2,0.7,3.2,2.3,22.1,4.79
Rasual Butler,2001-02,La Salle,A-10,SR,32,31,39.1,7.3,16.8,0.434,5.5,11.8,0.464,1.8,4.9,0.361,4.6,5.4,0.855,2.3,6.5,8.8,1.4,1.3,1.3,2.6,1.7,20.9,2.64
Rasual Butler,Career,La Salle,,,110,108,38.3,6.8,16.7,0.409,4.3,9.6,0.447,2.6,7.1,0.359,3.1,3.7,0.829,,,5.9,1.6,1,1.1,2.7,1.8,19.3,3.11
Rodney Buford,1995-96,Creighton,MVC,FR,29,11,25.9,5.4,11.8,0.462,3.9,7.7,0.5,1.6,4.1,0.39,2,2.8,0.728,,,4.2,1.4,1.7,0.8,1.7,1.7,14.5,1.2
Rodney Buford,1996-97,Creighton,MVC,SO,30,30,31.6,7.5,17.1,0.439,5.6,12,0.465,1.9,5.1,0.379,2.7,3.7,0.736,,,5.6,1.6,1.5,0.6,2.1,2,19.6,2.42
Rodney Buford,1997-98,Creighton,MVC,JR,28,28,30.9,6.8,15.9,0.424,4.9,10.1,0.479,1.9,5.8,0.327,3.5,4.9,0.717,,,7.3,2.1,1.5,0.3,2.8,2,18.9,1.21
Rodney Buford,1998-99,Creighton,MVC,SR,31,30,32.6,6.6,14.2,0.469,4.9,10.1,0.481,1.8,4,0.44,3.5,4.3,0.82,,,7.2,2.2,1.9,0.3,2.3,1.8,18.6,4.87
Rodney Buford,Career,Creighton,,,118,99,30.3,6.6,14.7,0.447,4.8,10,0.479,1.8,4.7,0.38,2.9,3.9,0.753,,,6.1,1.8,1.7,0.5,2.2,1.9,17.9,2.42
Constantin Popa,1991-92,Miami (FL),Big East,FR,32,14,21.3,2.5,5.8,0.433,2.5,5.8,0.435,0,0,0,1.7,3.1,0.54,,,4.8,0.6,0.9,2,2.2,3.2,6.8,6.64
Constantin Popa,1992-93,Miami (FL),Big East,SO,27,26,25.7,5.4,10.2,0.527,5.4,10.2,0.527,0,0,,2.4,4.1,0.595,,,7.3,0.7,0.8,3.1,2.2,3.8,13.2,9.23
Constantin Popa,1993-94,Miami (FL),Big East,JR,27,24,22.6,3.7,8,0.463,3.7,8,0.463,0,0,,1.7,2.5,0.701,,,6,1.1,0.9,2.2,2.1,3.1,9.1,6.29
Constantin Popa,1994-95,Miami (FL),Big East,SR,27,19,23.5,4.7,8.9,0.527,4.7,8.9,0.527,0,0,,2.3,3.1,0.726,,,7,0.7,0.5,2,1.6,3.2,11.6,4.45
Constantin Popa,Career,Miami (FL),,,113,83,23.2,4,8.1,0.493,4,8.1,0.493,0,0,0,2,3.2,0.63,,,6.2,0.8,0.8,2.3,2,3.3,10,6.65
DeAndre Liggins,2008-09,Kentucky,SEC,FR,33,1,16.5,1.4,3.8,0.362,1,2.3,0.447,0.4,1.5,0.235,1.1,1.6,0.673,0.2,2.2,2.3,2.8,0.7,0.4,2.3,1.6,4.2,4.82
DeAndre Liggins,2009-10,Kentucky,SEC,SO,29,0,15.3,1.2,3,0.419,0.8,1.4,0.524,0.5,1.5,0.318,0.8,1.3,0.59,0.6,1.7,2.3,0.8,0.7,0.3,0.6,1.4,3.8,6.82
DeAndre Liggins,2010-11,Kentucky,SEC,JR,38,28,31.6,2.9,6.9,0.424,2,4.5,0.442,0.9,2.4,0.391,1.8,2.8,0.648,0.6,3.4,4,2.5,1.2,0.7,1.4,2.5,8.6,8.91
DeAndre Liggins,Career,Kentucky,,,100,29,21.9,1.9,4.8,0.407,1.3,2.9,0.455,0.6,1.9,0.332,1.3,2,0.643,0.5,2.5,3,2.1,0.9,0.5,1.5,1.9,5.8,6.85
Romain Sato,2000-01,Xavier,A-10,FR,29,29,30.2,3.3,8.5,0.386,1,2.5,0.417,2.2,6,0.374,1.9,2.6,0.73,1.7,3.7,5.4,1.4,0.9,0.3,1,2.2,10.7,4.6
Romain Sato,2001-02,Xavier,A-10,SO,32,32,34.6,5.2,11.2,0.462,2.6,5,0.522,2.6,6.3,0.415,3.1,4.5,0.688,2,4.6,6.6,1.8,0.9,0.7,1.8,2.8,16.1,4.1
Romain Sato,2002-03,Xavier,A-10,JR,32,32,36.9,5.7,13.8,0.411,3.1,6.1,0.5,2.6,7.7,0.34,4.1,5.1,0.809,1.9,5.2,7.1,2.3,1,0.3,1.9,2.2,18.1,4.62
Romain Sato,2003-04,Xavier,A-10,SR,37,37,36.9,4.8,12,0.404,2.8,6.2,0.456,2,5.8,0.349,4.6,5.5,0.829,2,6,8,2.3,1.3,0.1,1.7,2.4,16.3,5.84
Romain Sato,Career,Xavier,,,130,130,34.8,4.8,11.5,0.417,2.4,5,0.481,2.4,6.4,0.367,3.5,4.5,0.776,1.9,5,6.9,2,1,0.3,1.6,2.4,15.4,4.79
Sir'Dominic Pointer,2011-12,St. John's (NY),Big East,FR,32,24,30,2.6,6.5,0.404,2.4,5.3,0.45,0.2,1.2,0.189,1.1,2,0.554,1.3,3.3,4.6,1.5,1.6,0.9,1.7,3.2,6.6,6.98
Sir'Dominic Pointer,2012-13,St. John's (NY),Big East,SO,32,19,26.9,2.5,4.9,0.51,2.2,4.1,0.546,0.3,0.8,0.333,1.6,2.5,0.658,1.2,4.3,5.5,2.8,1.4,0.9,1.8,3,6.9,7.18
Sir'Dominic Pointer,2013-14,St. John's (NY),Big East,JR,33,1,21.2,2,4.6,0.438,1.9,4,0.481,0.1,0.6,0.15,1.7,2.4,0.731,0.5,2.6,3.2,1.8,1.2,1.1,1.2,2.2,5.9,6.56
Sir'Dominic Pointer,2014-15,St. John's (NY),Big East,SR,33,32,34.6,5.3,10.1,0.524,5.2,9.4,0.56,0.1,0.8,0.08,3,4.2,0.725,1.9,5.7,7.7,3,1.9,2.4,2,3,13.7,9.04
Sir'Dominic Pointer,Career,St. John's (NY),,,130,76,28.2,3.1,6.6,0.477,3,5.7,0.518,0.2,0.8,0.193,1.9,2.8,0.681,1.2,4,5.2,2.3,1.5,1.3,1.7,2.8,8.3,7.44
Jarron Collins,1997-98,Stanford,Pac-10,FR,34,0,13.5,1.3,2.4,0.53,1.3,2.3,0.551,0,0.1,0.2,1.1,1.9,0.609,1.5,2,3.5,0.5,0.5,0.5,0.7,2,3.8,8.12
Jarron Collins,1998-99,Stanford,Pac-10,SO,30,0,17.2,1.9,3.9,0.496,1.9,3.9,0.5,0,0,0,2,3.4,0.594,,,5.2,0.6,0.5,0.3,1,2.3,5.9,10.36
Jarron Collins,1999-00,Stanford,Pac-10,JR,31,31,27.4,3.7,7.6,0.485,3.6,7.5,0.489,0,0.1,0.25,3.6,5.1,0.72,,,6.5,1.7,0.6,0.8,1.5,2.5,11,7.12
Jarron Collins,2000-01,Stanford,Pac-10,SR,34,34,28.3,4.5,8.1,0.558,4.5,7.9,0.563,0.1,0.2,0.333,3.7,5.4,0.687,2,4.7,6.7,1.4,0.6,0.6,1.5,2.5,12.8,9.86
Jarron Collins,Career,Stanford,,,129,65,21.6,2.9,5.5,0.52,2.8,5.4,0.527,0,0.1,0.25,2.6,3.9,0.669,,,5.5,1.1,0.6,0.5,1.2,2.3,8.4,8.87
Melvin Levett,1995-96,Cincinnati,CUSA,FR,21,0,5.9,1,2,0.476,0.6,1,0.591,0.3,1,0.35,0.1,0.2,0.75,,,0.7,0.1,0.1,0,0.5,0.4,2.4,7.69
Melvin Levett,1996-97,Cincinnati,CUSA,SO,33,2,12.5,1.4,3.4,0.398,0.9,2,0.477,0.4,1.5,0.292,1,1.2,0.805,,,1.9,0.7,0.3,0.3,0.7,1.1,4.2,5.51
Melvin Levett,1997-98,Cincinnati,CUSA,JR,33,21,29.8,5,12.1,0.417,2.8,6.2,0.454,2.2,5.8,0.378,1.8,2.4,0.75,,,4.7,1.4,1,0.3,1.8,2.2,14.1,4.97
Melvin Levett,1998-99,Cincinnati,CUSA,SR,33,33,30.7,5,12.4,0.404,2.9,6,0.48,2.1,6.4,0.333,2,2.7,0.753,,,3.5,1.4,0.8,0.3,2.1,1.7,14.2,7.88
