name,season,school,conf,class,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Ed Stokes,1992-93,Arizona,Pac-10,SR,28,28,721,112,229,0.489,112,229,0.489,0,0,,98,137,0.715,,,215,19,9,37,42,83,322
Ed Stokes,Career,Arizona,,,121,54,2521,375,728,0.515,375,728,0.515,0,0,,234,375,0.624,,,644,55,60,167,175,326,984
Glen Davis,2004-05,LSU,SEC,FR,30,28,876,138,269,0.513,135,257,0.525,3,12,0.25,127,182,0.698,103,160,263,31,29,41,50,94,406
Glen Davis,2005-06,LSU,SEC,SO,36,36,1144,250,505,0.495,244,482,0.506,6,23,0.261,163,241,0.676,145,205,350,50,47,41,96,89,669
Glen Davis,2006-07,LSU,SEC,JR,29,28,1016,178,368,0.484,161,319,0.505,17,49,0.347,139,195,0.713,113,190,303,66,32,28,82,67,512
Glen Davis,Career,LSU,,,95,92,3036,566,1142,0.496,540,1058,0.51,26,84,0.31,429,618,0.694,361,555,916,147,108,110,228,250,1587
Jimmy King,1991-92,Michigan,Big Ten,FR,34,21,953,128,258,0.496,100,198,0.505,28,60,0.467,53,72,0.736,,,112,78,28,9,72,53,337
Jimmy King,1992-93,Michigan,Big Ten,SO,36,36,1174,148,291,0.509,111,199,0.558,37,92,0.402,57,88,0.648,58,101,159,110,57,19,84,75,390
Jimmy King,1993-94,Michigan,Big Ten,JR,29,29,931,139,284,0.489,110,197,0.558,29,87,0.333,51,79,0.646,,,109,76,44,12,76,69,358
Jimmy King,1994-95,Michigan,Big Ten,SR,31,31,1059,168,388,0.433,140,279,0.502,28,109,0.257,93,137,0.679,48,107,155,90,58,5,94,72,457
Jimmy King,Career,Michigan,,,130,117,4117,583,1221,0.477,461,873,0.528,122,348,0.351,254,376,0.676,106,208,535,354,187,45,326,269,1542
Pat Durham,1985-86,Colorado State,WAC,FR,28,17,499,64,146,0.438,,,,,,,39,71,0.549,,,101,9,3,20,39,55,167
Pat Durham,1986-87,Colorado State,WAC,SO,29,,1067,193,348,0.555,193,346,0.558,0,2,0,140,206,0.68,,,271,51,16,62,87,83,526
Pat Durham,1987-88,Colorado State,WAC,JR,35,,1287,252,502,0.502,252,499,0.505,0,3,0,172,249,0.691,,,228,65,47,45,92,105,676
Pat Durham,1988-89,Colorado State,WAC,SR,33,33,1244,196,374,0.524,195,370,0.527,1,4,0.25,218,290,0.752,,,251,66,54,44,91,74,611
Pat Durham,Career,Colorado State,,,125,50,4097,705,1370,0.515,599,1142,0.527,1,9,0.111,569,816,0.697,,,851,191,120,171,309,317,1980
DaJuan Summers,2006-07,Georgetown,Big East,FR,37,34,975,108,262,0.412,66,135,0.489,42,127,0.331,81,106,0.764,58,80,138,40,30,24,77,79,339
DaJuan Summers,2007-08,Georgetown,Big East,SO,33,33,899,123,287,0.429,72,138,0.522,51,149,0.342,70,99,0.707,33,145,178,50,34,19,67,80,367
DaJuan Summers,2008-09,Georgetown,Big East,JR,31,31,910,137,289,0.474,85,154,0.552,52,135,0.385,97,136,0.713,36,92,128,39,35,21,81,81,423
DaJuan Summers,Career,Georgetown,,,101,98,2784,368,838,0.439,223,427,0.522,145,411,0.353,248,341,0.727,127,317,444,129,99,64,225,240,1129
Brian Scalabrine,1998-99,USC,Pac-10,SO,28,28,869,152,286,0.531,151,280,0.539,1,6,0.167,103,130,0.792,,,178,68,23,25,98,81,408
Brian Scalabrine,1999-00,USC,Pac-10,JR,30,30,1052,203,382,0.531,178,320,0.556,25,62,0.403,103,144,0.715,,,180,85,36,25,110,78,534
Brian Scalabrine,2000-01,USC,Pac-10,SR,34,33,1116,173,362,0.478,153,296,0.517,20,66,0.303,133,166,0.801,70,132,202,96,30,31,104,89,499
Brian Scalabrine,Career,USC,,,92,91,3037,528,1030,0.513,482,896,0.538,46,134,0.343,339,440,0.77,70,132,560,249,89,81,312,248,1441
Mike Smith,2016-17,Columbia,Ivy,FR,27,27,849,130,324,0.401,91,222,0.41,39,102,0.382,69,84,0.821,10,46,56,95,29,0,48,44,368
Mike Smith,2017-18,Columbia,Ivy,SO,27,26,918,157,403,0.39,108,244,0.443,49,159,0.308,112,133,0.842,12,58,70,124,31,1,59,49,475
Mike Smith,2018-19,Columbia,Ivy,JR,8,7,254,44,106,0.415,35,70,0.5,9,36,0.25,29,34,0.853,2,18,20,40,18,0,18,12,126
Mike Smith,2019-20,Columbia,Ivy,JR,30,30,1132,250,580,0.431,188,397,0.474,62,183,0.339,122,150,0.813,13,110,123,134,46,0,89,45,684
Mike Smith,2020-21,Michigan,Big Ten,SR,28,28,886,87,211,0.412,54,132,0.409,33,79,0.418,46,58,0.793,12,65,77,149,13,0,59,41,253
Mike Smith,Career,Overall,,,120,118,4039,668,1624,0.411,476,1065,0.447,192,559,0.343,378,459,0.824,49,297,346,542,137,1,273,191,1906
Mike Smith,,Columbia,,,92,90,3153,581,1413,0.411,422,933,0.452,159,480,0.331,332,401,0.828,37,232,269,393,124,1,214,150,1653
Mike Smith,,Michigan,,,28,28,886,87,211,0.412,54,132,0.409,33,79,0.418,46,58,0.793,12,65,77,149,13,0,59,41,253
Carlos Boozer,1999-00,Duke,ACC,FR,34,30,807,164,267,0.614,164,267,0.614,0,0,,115,155,0.742,,,213,37,37,23,54,90,443
Carlos Boozer,2000-01,Duke,ACC,SO,32,28,820,160,265,0.604,160,265,0.604,0,0,,105,146,0.719,60,148,208,40,28,28,38,91,425
Carlos Boozer,2001-02,Duke,ACC,JR,35,35,993,230,346,0.665,230,345,0.667,0,1,0,178,236,0.754,119,184,303,38,31,21,65,107,638
Carlos Boozer,Career,Duke,,,101,93,2620,554,878,0.631,554,877,0.632,0,1,0,398,537,0.741,179,332,724,115,96,72,157,288,1506
Draymond Green,2008-09,Michigan State,Big Ten,FR,37,0,422,45,81,0.556,45,80,0.563,0,1,0,32,52,0.615,39,83,122,31,21,9,24,66,122
Draymond Green,2009-10,Michigan State,Big Ten,SO,37,3,945,139,265,0.525,137,249,0.55,2,16,0.125,86,128,0.672,81,205,286,112,45,34,62,111,366
